"weight","height","code"
81.19,185.42,"SOCCER"
87.09,190.5,"SOCCER"
83.01,185.42,"SOCCER"
83.91,190.5,"SOCCER"
67.13,175.26,"SOCCER"
78.02,190.5,"SOCCER"
64.86,170.18,"SOCCER"
81.19,180.34,"SOCCER"
76.2,187.96,"SOCCER"
78.93,180.34,"SOCCER"
73.94,177.8,"SOCCER"
73.94,177.8,"SOCCER"
63.96,182.88,"SOCCER"
79.83,190.5,"SOCCER"
76.2,182.88,"SOCCER"
78.93,185.42,"SOCCER"
96.16,180.34,"SOCCER"
73.03,180.34,"SOCCER"
83.01,187.96,"SOCCER"
93.89,193.04,"SOCCER"
76.2,182.88,"SOCCER"
86.18,187.96,"SOCCER"
69.85,182.88,"SOCCER"
83.91,187.96,"SOCCER"
88.9,195.58,"SOCCER"
74.84,182.88,"SOCCER"
68.04,172.72,"SOCCER"
84.82,190.5,"SOCCER"
73.94,182.88,"SOCCER"
73.94,175.26,"SOCCER"
73.94,175.26,"SOCCER"
86.18,193.04,"SOCCER"
69.85,172.72,"SOCCER"
67.13,170.18,"SOCCER"
84.82,180.34,"SOCCER"
78.02,187.96,"SOCCER"
83.91,187.96,"SOCCER"
91.17,198.12,"SOCCER"
84.82,187.96,"SOCCER"
72.12,175.26,"SOCCER"
73.03,177.8,"SOCCER"
79.83,182.88,"SOCCER"
87.09,182.88,"SOCCER"
74.84,177.8,"SOCCER"
84.82,193.04,"SOCCER"
83.01,185.42,"SOCCER"
83.01,175.26,"SOCCER"
76.2,177.8,"SOCCER"
78.93,177.8,"SOCCER"
86.18,190.5,"SOCCER"
77.11,185.42,"SOCCER"
87.09,182.88,"SOCCER"
81.19,185.42,"SOCCER"
78.02,187.96,"SOCCER"
83.91,185.42,"SOCCER"
83.91,190.5,"SOCCER"
79.83,187.96,"SOCCER"
72.12,180.34,"SOCCER"
72.12,180.34,"SOCCER"
62.14,172.72,"SOCCER"
74.84,185.42,"SOCCER"
71.21,180.34,"SOCCER"
78.02,182.88,"SOCCER"
72.12,175.26,"SOCCER"
66.22,177.8,"SOCCER"
68.95,175.26,"SOCCER"
89.81,182.88,"SOCCER"
73.03,177.8,"SOCCER"
73.94,187.96,"SOCCER"
72.12,177.8,"SOCCER"
79.83,182.88,"SOCCER"
74.84,180.34,"SOCCER"
71.21,175.26,"SOCCER"
73.94,180.34,"SOCCER"
73.03,180.34,"SOCCER"
72.12,182.88,"SOCCER"
73.03,180.34,"SOCCER"
78.02,185.42,"SOCCER"
69.85,172.72,"SOCCER"
87.09,190.5,"SOCCER"
73.03,180.34,"SOCCER"
71.21,172.72,"SOCCER"
79.83,180.34,"SOCCER"
89.81,190.5,"SOCCER"
63.05,175.26,"SOCCER"
73.03,175.26,"SOCCER"
73.94,182.88,"SOCCER"
64.86,175.26,"SOCCER"
68.04,172.72,"SOCCER"
73.03,175.26,"SOCCER"
72.12,180.34,"SOCCER"
78.02,182.88,"SOCCER"
76.2,182.88,"SOCCER"
68.04,172.72,"SOCCER"
76.2,180.34,"SOCCER"
91.17,193.04,"SOCCER"
89.81,195.58,"SOCCER"
82.1,185.42,"SOCCER"
77.11,185.42,"SOCCER"
73.94,180.34,"SOCCER"
83.91,190.5,"SOCCER"
73.94,177.8,"SOCCER"
78.93,180.34,"SOCCER"
77.11,180.34,"SOCCER"
88,198.12,"SOCCER"
79.83,187.96,"SOCCER"
94.8,190.5,"SOCCER"
76.2,187.96,"SOCCER"
79.83,182.88,"SOCCER"
68.95,177.8,"SOCCER"
81.19,187.96,"SOCCER"
77.11,177.8,"SOCCER"
71.21,175.26,"SOCCER"
83.91,187.96,"SOCCER"
74.84,180.34,"SOCCER"
73.94,177.8,"SOCCER"
72.12,175.26,"SOCCER"
72.12,180.34,"SOCCER"
77.11,180.34,"SOCCER"
83.01,185.42,"SOCCER"
78.93,182.88,"SOCCER"
76.2,180.34,"SOCCER"
73.94,177.8,"SOCCER"
74.84,175.26,"SOCCER"
64.86,165.1,"SOCCER"
72.12,180.34,"SOCCER"
86.18,185.42,"SOCCER"
74.84,180.34,"SOCCER"
63.05,170.18,"SOCCER"
69.85,187.96,"SOCCER"
84.82,180.34,"SOCCER"
83.01,185.42,"SOCCER"
73.94,177.8,"SOCCER"
79.83,180.34,"SOCCER"
81.19,182.88,"SOCCER"
86.18,187.96,"SOCCER"
81.19,187.96,"SOCCER"
76.2,182.88,"SOCCER"
83.91,187.96,"SOCCER"
81.19,182.88,"SOCCER"
78.93,185.42,"SOCCER"
92.08,187.96,"SOCCER"
73.94,175.26,"SOCCER"
79.83,182.88,"SOCCER"
72.12,175.26,"SOCCER"
67.13,170.18,"SOCCER"
67.13,167.64,"SOCCER"
74.84,180.34,"SOCCER"
82.1,182.88,"SOCCER"
69.85,180.34,"SOCCER"
74.84,177.8,"SOCCER"
82.1,177.8,"SOCCER"
81.19,180.34,"SOCCER"
62.14,172.72,"SOCCER"
82.1,187.96,"SOCCER"
78.02,182.88,"SOCCER"
73.03,180.34,"SOCCER"
78.93,180.34,"SOCCER"
68.95,170.18,"SOCCER"
69.85,167.64,"SOCCER"
77.11,180.34,"SOCCER"
69.85,175.26,"SOCCER"
66.22,175.26,"SOCCER"
73.03,175.26,"SOCCER"
81.19,185.42,"SOCCER"
76.2,180.34,"SOCCER"
71.21,182.88,"SOCCER"
72.12,172.72,"SOCCER"
83.91,193.04,"SOCCER"
74.84,177.8,"SOCCER"
69.85,177.8,"SOCCER"
78.02,185.42,"SOCCER"
78.93,182.88,"SOCCER"
83.91,187.96,"SOCCER"
69.85,182.88,"SOCCER"
83.01,190.5,"SOCCER"
62.14,177.8,"SOCCER"
83.01,190.5,"SOCCER"
83.91,185.42,"SOCCER"
78.02,180.34,"SOCCER"
79.83,187.96,"SOCCER"
79.83,180.34,"SOCCER"
83.91,193.04,"SOCCER"
68.95,177.8,"SOCCER"
69.85,175.26,"SOCCER"
71.21,177.8,"SOCCER"
68.04,172.72,"SOCCER"
83.91,185.42,"SOCCER"
79.83,182.88,"SOCCER"
69.85,175.26,"SOCCER"
83.91,185.42,"SOCCER"
78.93,187.96,"SOCCER"
73.03,177.8,"SOCCER"
79.83,182.88,"SOCCER"
71.21,177.8,"SOCCER"
78.93,182.88,"SOCCER"
74.84,185.42,"SOCCER"
81.19,193.04,"SOCCER"
73.94,177.8,"SOCCER"
76.2,177.8,"SOCCER"
73.94,172.72,"SOCCER"
69.85,175.26,"SOCCER"
77.11,185.42,"SOCCER"
74.84,182.88,"SOCCER"
78.02,182.88,"SOCCER"
82.1,182.88,"SOCCER"
78.02,177.8,"SOCCER"
78.93,182.88,"SOCCER"
73.03,182.88,"SOCCER"
71.21,175.26,"SOCCER"
73.94,177.8,"SOCCER"
82.1,185.42,"SOCCER"
88,190.5,"SOCCER"
82.1,187.96,"SOCCER"
81.19,187.96,"SOCCER"
74.84,182.88,"SOCCER"
84.82,187.96,"SOCCER"
91.17,195.58,"SOCCER"
79.83,190.5,"SOCCER"
68.95,175.26,"SOCCER"
78.93,182.88,"SOCCER"
88.9,190.5,"SOCCER"
73.94,180.34,"SOCCER"
73.94,175.26,"SOCCER"
81.19,190.5,"SOCCER"
72.12,177.8,"SOCCER"
72.12,175.26,"SOCCER"
82.1,187.96,"SOCCER"
78.02,187.96,"SOCCER"
88,187.96,"SOCCER"
76.2,180.34,"SOCCER"
66.22,177.8,"SOCCER"
73.94,182.88,"SOCCER"
74.84,177.8,"SOCCER"
73.03,175.26,"SOCCER"
82.1,187.96,"SOCCER"
78.93,187.96,"SOCCER"
77.11,182.88,"SOCCER"
77.11,185.42,"SOCCER"
82.1,185.42,"SOCCER"
74.84,175.26,"SOCCER"
76.2,190.5,"SOCCER"
78.93,182.88,"SOCCER"
78.93,182.88,"SOCCER"
76.2,180.34,"SOCCER"
83.91,193.04,"SOCCER"
72.12,177.8,"SOCCER"
82.1,193.04,"SOCCER"
69.85,177.8,"SOCCER"
73.03,177.8,"SOCCER"
86.18,185.42,"SOCCER"
62.14,172.72,"SOCCER"
72.12,175.26,"SOCCER"
77.11,177.8,"SOCCER"
73.03,185.42,"SOCCER"
67.13,180.34,"SOCCER"
78.02,177.8,"SOCCER"
71.21,172.72,"SOCCER"
84.82,187.96,"SOCCER"
73.94,172.72,"SOCCER"
73.94,187.96,"SOCCER"
84.82,190.5,"SOCCER"
71.21,175.26,"SOCCER"
79.83,180.34,"SOCCER"
82.1,185.42,"SOCCER"
69.85,175.26,"SOCCER"
58.06,165.1,"SOCCER"
67.13,177.8,"SOCCER"
83.91,182.88,"SOCCER"
82.1,185.42,"SOCCER"
86.18,187.96,"SOCCER"
78.02,190.5,"SOCCER"
82.1,182.88,"SOCCER"
68.95,175.26,"SOCCER"
69.85,182.88,"SOCCER"
76.2,182.88,"SOCCER"
78.93,187.96,"SOCCER"
68.04,175.26,"SOCCER"
81.19,182.88,"SOCCER"
68.95,180.34,"SOCCER"
77.11,182.88,"SOCCER"
88,193.04,"SOCCER"
88,193.04,"SOCCER"
89.81,187.96,"SOCCER"
83.91,187.96,"SOCCER"
78.02,182.88,"SOCCER"
78.02,187.96,"SOCCER"
72.12,177.8,"SOCCER"
78.93,185.42,"SOCCER"
78.02,187.96,"SOCCER"
88,185.42,"SOCCER"
84.82,185.42,"SOCCER"
74.84,180.34,"SOCCER"
81.19,185.42,"SOCCER"
86.18,195.58,"SOCCER"
74.84,182.88,"SOCCER"
77.11,180.34,"SOCCER"
73.94,182.88,"SOCCER"
71.21,180.34,"SOCCER"
77.11,180.34,"SOCCER"
78.02,177.8,"SOCCER"
88.9,190.5,"SOCCER"
88.9,187.96,"SOCCER"
73.03,175.26,"SOCCER"
92.08,193.04,"SOCCER"
83.91,187.96,"SOCCER"
78.93,187.96,"SOCCER"
72.12,175.26,"SOCCER"
76.2,182.88,"SOCCER"
84.82,182.88,"SOCCER"
69.85,170.18,"SOCCER"
78.02,177.8,"SOCCER"
76.2,182.88,"SOCCER"
83.91,182.88,"SOCCER"
74.84,175.26,"SOCCER"
83.01,187.96,"SOCCER"
72.12,175.26,"SOCCER"
79.83,185.42,"SOCCER"
79.83,193.04,"SOCCER"
88,198.12,"SOCCER"
78.02,182.88,"SOCCER"
68.04,172.72,"SOCCER"
78.93,187.96,"SOCCER"
69.85,175.26,"SOCCER"
77.11,180.34,"SOCCER"
76.2,180.34,"SOCCER"
74.84,182.88,"SOCCER"
76.2,182.88,"SOCCER"
82.1,185.42,"SOCCER"
87.09,190.5,"SOCCER"
83.01,185.42,"SOCCER"
78.02,185.42,"SOCCER"
84.82,185.42,"SOCCER"
82.1,182.88,"SOCCER"
68.95,170.18,"SOCCER"
73.94,180.34,"SOCCER"
86.18,190.5,"SOCCER"
86.18,190.5,"SOCCER"
76.2,177.8,"SOCCER"
81.19,185.42,"SOCCER"
87.09,187.96,"SOCCER"
81.19,182.88,"SOCCER"
71.21,177.8,"SOCCER"
86.18,185.42,"SOCCER"
66.22,172.72,"SOCCER"
83.91,185.42,"SOCCER"
76.2,187.96,"SOCCER"
87.09,187.96,"SOCCER"
74.84,175.26,"SOCCER"
78.02,180.34,"SOCCER"
88,187.96,"SOCCER"
78.93,185.42,"SOCCER"
83.01,182.88,"SOCCER"
78.93,182.88,"SOCCER"
76.2,182.88,"SOCCER"
76.2,175.26,"SOCCER"
77.11,185.42,"SOCCER"
84.82,185.42,"SOCCER"
76.2,182.88,"SOCCER"
68.04,175.26,"SOCCER"
79.83,187.96,"SOCCER"
83.01,187.96,"SOCCER"
72.12,175.26,"SOCCER"
79.83,187.96,"SOCCER"
78.93,182.88,"SOCCER"
81.19,187.96,"SOCCER"
68.04,177.8,"SOCCER"
76.2,177.8,"SOCCER"
78.93,180.34,"SOCCER"
73.03,180.34,"SOCCER"
69.85,180.34,"SOCCER"
83.01,182.88,"SOCCER"
74.84,185.42,"SOCCER"
82.1,187.96,"SOCCER"
79.83,193.04,"SOCCER"
84.82,185.42,"SOCCER"
63.96,167.64,"SOCCER"
81.19,185.42,"SOCCER"
87.09,193.04,"SOCCER"
73.94,182.88,"SOCCER"
76.2,177.8,"SOCCER"
69.85,172.72,"SOCCER"
82.1,182.88,"SOCCER"
69.85,177.8,"SOCCER"
87.09,193.04,"SOCCER"
72.12,180.34,"SOCCER"
81.19,182.88,"SOCCER"
82.1,190.5,"SOCCER"
69.85,185.42,"SOCCER"
73.94,187.96,"SOCCER"
76.2,177.8,"SOCCER"
76.2,180.34,"SOCCER"
73.03,177.8,"SOCCER"
78.93,182.88,"SOCCER"
79.83,193.04,"SOCCER"
83.01,195.58,"SOCCER"
89.81,190.5,"SOCCER"
79.83,177.8,"SOCCER"
68.95,172.72,"SOCCER"
73.94,182.88,"SOCCER"
73.94,177.8,"SOCCER"
76.2,187.96,"SOCCER"
84.82,185.42,"SOCCER"
89.81,193.04,"SOCCER"
83.01,185.42,"SOCCER"
82.1,185.42,"SOCCER"
84.82,193.04,"SOCCER"
72.12,180.34,"SOCCER"
72.12,180.34,"SOCCER"
69.85,177.8,"SOCCER"
71.21,175.26,"SOCCER"
64.86,187.96,"SOCCER"
79.83,198.12,"SOCCER"
78.02,185.42,"SOCCER"
67.13,170.18,"SOCCER"
74.84,185.42,"SOCCER"
71.21,175.26,"SOCCER"
78.02,180.34,"SOCCER"
76.2,177.8,"SOCCER"
72.12,182.88,"SOCCER"
83.01,187.96,"SOCCER"
73.94,182.88,"SOCCER"
73.94,177.8,"SOCCER"
73.03,180.34,"SOCCER"
74.84,182.88,"SOCCER"
84.82,190.5,"SOCCER"
73.94,177.8,"SOCCER"
67.13,170.18,"SOCCER"
71.21,172.72,"SOCCER"
72.12,182.88,"SOCCER"
63.96,172.72,"SOCCER"
79.83,182.88,"SOCCER"
68.04,177.8,"SOCCER"
79.83,190.5,"SOCCER"
74.84,175.26,"SOCCER"
82.1,190.5,"SOCCER"
83.91,187.96,"SOCCER"
78.02,177.8,"SOCCER"
88,187.96,"SOCCER"
87.09,190.5,"SOCCER"
74.84,175.26,"SOCCER"
76.2,182.88,"SOCCER"
93.89,195.58,"SOCCER"
68.04,177.8,"SOCCER"
67.13,172.72,"SOCCER"
73.94,180.34,"SOCCER"
73.03,175.26,"SOCCER"
73.03,177.8,"SOCCER"
66.22,177.8,"SOCCER"
76.2,182.88,"SOCCER"
78.93,175.26,"SOCCER"
76.2,180.34,"SOCCER"
78.02,180.34,"SOCCER"
72.12,180.34,"SOCCER"
76.2,182.88,"SOCCER"
69.85,175.26,"SOCCER"
68.04,175.26,"SOCCER"
78.02,185.42,"SOCCER"
71.21,182.88,"SOCCER"
78.93,185.42,"SOCCER"
79.83,187.96,"SOCCER"
73.94,170.18,"SOCCER"
68.95,175.26,"SOCCER"
87.09,187.96,"SOCCER"
78.93,180.34,"SOCCER"
71.21,172.72,"SOCCER"
74.84,177.8,"SOCCER"
78.02,187.96,"SOCCER"
77.11,177.8,"SOCCER"
86.18,187.96,"SOCCER"
83.01,182.88,"SOCCER"
79.83,180.34,"SOCCER"
74.84,180.34,"SOCCER"
67.13,177.8,"SOCCER"
83.01,185.42,"SOCCER"
73.03,175.26,"SOCCER"
69.85,180.34,"SOCCER"
79.83,182.88,"SOCCER"
81.19,193.04,"SOCCER"
74.84,177.8,"SOCCER"
78.93,175.26,"SOCCER"
77.11,177.8,"SOCCER"
82.1,182.88,"SOCCER"
88,187.96,"SOCCER"
73.03,177.8,"SOCCER"
78.02,187.96,"SOCCER"
73.03,185.42,"SOCCER"
81.19,187.96,"SOCCER"
68.95,175.26,"SOCCER"
76.2,180.34,"SOCCER"
82.1,190.5,"SOCCER"
88.9,193.04,"SOCCER"
81.19,182.88,"SOCCER"
73.94,175.26,"SOCCER"
69.85,175.26,"SOCCER"
67.13,172.72,"SOCCER"
73.94,180.34,"SOCCER"
77.11,180.34,"SOCCER"
73.03,180.34,"SOCCER"
77.11,180.34,"SOCCER"
68.95,177.8,"SOCCER"
88,190.5,"SOCCER"
96.16,195.58,"SOCCER"
73.03,180.34,"SOCCER"
82.1,177.8,"SOCCER"
64.86,170.18,"SOCCER"
78.93,182.88,"SOCCER"
82.1,190.5,"SOCCER"
81.19,185.42,"SOCCER"
73.94,187.96,"SOCCER"
77.11,187.96,"SOCCER"
73.94,182.88,"SOCCER"
78.02,180.34,"SOCCER"
73.03,185.42,"SOCCER"
74.84,185.42,"SOCCER"
66.22,172.72,"SOCCER"
76.2,182.88,"SOCCER"
81.19,190.5,"SOCCER"
83.91,190.5,"SOCCER"
86.18,190.5,"SOCCER"
71.21,177.8,"SOCCER"
81.19,182.88,"SOCCER"
78.02,182.88,"SOCCER"
63.96,175.26,"SOCCER"
76.2,190.5,"SOCCER"
77.11,180.34,"SOCCER"
77.11,182.88,"SOCCER"
83.01,187.96,"SOCCER"
69.85,180.34,"SOCCER"
78.93,182.88,"SOCCER"
67.13,177.8,"SOCCER"
84.82,190.5,"SOCCER"
97.07,190.5,"SOCCER"
69.85,175.26,"SOCCER"
81.19,187.96,"SOCCER"
84.82,180.34,"SOCCER"
79.83,187.96,"SOCCER"
71.21,177.8,"SOCCER"
73.03,175.26,"SOCCER"
71.21,175.26,"SOCCER"
74.84,180.34,"SOCCER"
78.02,187.96,"SOCCER"
68.95,172.72,"SOCCER"
82.1,182.88,"SOCCER"
72.12,180.34,"SOCCER"
69.85,177.8,"SOCCER"
72.12,175.26,"SOCCER"
78.93,182.88,"SOCCER"
68.95,172.72,"SOCCER"
78.93,182.88,"SOCCER"
73.94,177.8,"SOCCER"
73.03,177.8,"SOCCER"
84.82,180.34,"SOCCER"
78.02,177.8,"SOCCER"
76.2,172.72,"SOCCER"
84.82,185.42,"SOCCER"
69.85,172.72,"SOCCER"
62.14,165.1,"SOCCER"
82.1,190.5,"SOCCER"
78.02,187.96,"SOCCER"
67.13,175.26,"SOCCER"
73.94,182.88,"SOCCER"
68.95,175.26,"SOCCER"
89.81,187.96,"SOCCER"
84.82,187.96,"SOCCER"
74.84,180.34,"SOCCER"
81.19,190.5,"SOCCER"
72.12,172.72,"SOCCER"
86.18,185.42,"SOCCER"
67.13,172.72,"SOCCER"
88,190.5,"SOCCER"
78.02,175.26,"SOCCER"
66.22,175.26,"SOCCER"
69.85,182.88,"SOCCER"
82.1,182.88,"SOCCER"
72.12,177.8,"SOCCER"
79.83,187.96,"SOCCER"
76.2,180.34,"SOCCER"
81.19,182.88,"SOCCER"
74.84,177.8,"SOCCER"
74.84,177.8,"SOCCER"
78.02,175.26,"SOCCER"
78.93,182.88,"SOCCER"
84.82,190.5,"SOCCER"
79.83,190.5,"SOCCER"
58.06,167.64,"SOCCER"
69.85,177.8,"SOCCER"
71.21,177.8,"SOCCER"
79.83,182.88,"SOCCER"
84.82,190.5,"SOCCER"
79.83,180.34,"SOCCER"
59.87,175.26,"SOCCER"
78.02,180.34,"SOCCER"
83.91,190.5,"SOCCER"
69.85,187.96,"SOCCER"
74.84,187.96,"SOCCER"
86.18,190.5,"SOCCER"
68.95,170.18,"SOCCER"
60.78,172.72,"SOCCER"
73.94,177.8,"SOCCER"
68.95,175.26,"SOCCER"
84.82,180.34,"SOCCER"
72.12,175.26,"SOCCER"
79.83,187.96,"SOCCER"
73.03,185.42,"SOCCER"
72.12,177.8,"SOCCER"
74.84,182.88,"SOCCER"
83.91,190.5,"SOCCER"
73.03,180.34,"SOCCER"
73.03,182.88,"SOCCER"
76.2,180.34,"SOCCER"
84.82,193.04,"SOCCER"
73.03,180.34,"SOCCER"
87.09,193.04,"SOCCER"
83.01,187.96,"SOCCER"
79.83,185.42,"SOCCER"
84.82,187.96,"SOCCER"
74.84,182.88,"SOCCER"
78.02,185.42,"SOCCER"
82.1,185.42,"SOCCER"
84.82,187.96,"SOCCER"
78.93,185.42,"SOCCER"
76.2,177.8,"SOCCER"
68.04,170.18,"SOCCER"
78.02,182.88,"SOCCER"
73.94,182.88,"SOCCER"
72.12,185.42,"SOCCER"
78.02,187.96,"SOCCER"
86.18,193.04,"SOCCER"
73.94,172.72,"SOCCER"
84.82,190.5,"SOCCER"
74.84,185.42,"SOCCER"
72.12,172.72,"SOCCER"
72.12,167.64,"SOCCER"
71.21,177.8,"SOCCER"
83.91,185.42,"SOCCER"
63.05,170.18,"SOCCER"
76.2,180.34,"SOCCER"
88,190.5,"SOCCER"
81.19,187.96,"SOCCER"
78.93,185.42,"SOCCER"
89.81,190.5,"SOCCER"
79.83,180.34,"SOCCER"
82.1,185.42,"SOCCER"
77.11,182.88,"SOCCER"
77.11,187.96,"SOCCER"
73.94,177.8,"SOCCER"
72.12,182.88,"SOCCER"
69.85,170.18,"SOCCER"
67.13,177.8,"SOCCER"
73.94,185.42,"SOCCER"
81.19,187.96,"SOCCER"
78.93,182.88,"SOCCER"
77.11,185.42,"SOCCER"
76.2,180.34,"SOCCER"
72.12,180.34,"SOCCER"
73.94,185.42,"SOCCER"
77.11,180.34,"SOCCER"
73.94,177.8,"SOCCER"
66.22,170.18,"SOCCER"
79.83,180.34,"SOCCER"
63.96,165.1,"SOCCER"
68.04,175.26,"SOCCER"
83.91,193.04,"SOCCER"
76.2,182.88,"SOCCER"
73.94,182.88,"SOCCER"
69.85,177.8,"SOCCER"
73.03,175.26,"SOCCER"
73.03,180.34,"SOCCER"
67.13,172.72,"SOCCER"
69.85,180.34,"SOCCER"
83.01,187.96,"SOCCER"
76.2,177.8,"SOCCER"
84.82,193.04,"SOCCER"
71.21,170.18,"SOCCER"
69.85,182.88,"SOCCER"
78.93,187.96,"SOCCER"
73.94,177.8,"SOCCER"
73.03,175.26,"SOCCER"
73.94,175.26,"SOCCER"
86.18,193.04,"SOCCER"
102.06,193.04,"SOCCER"
63.96,170.18,"SOCCER"
83.91,187.96,"SOCCER"
74.84,180.34,"SOCCER"
69.85,175.26,"SOCCER"
74.84,175.26,"SOCCER"
86.18,190.5,"SOCCER"
82.1,182.88,"SOCCER"
77.11,180.34,"SOCCER"
88.9,182.88,"SOCCER"
72.12,187.96,"SOCCER"
78.02,177.8,"SOCCER"
72.12,182.88,"SOCCER"
79.83,185.42,"SOCCER"
73.03,172.72,"SOCCER"
89.81,193.04,"SOCCER"
66.22,170.18,"SOCCER"
82.1,193.04,"SOCCER"
78.93,187.96,"SOCCER"
79.83,185.42,"SOCCER"
74.84,180.34,"SOCCER"
62.14,167.64,"SOCCER"
72.12,175.26,"SOCCER"
69.85,175.26,"SOCCER"
77.11,177.8,"SOCCER"
66.22,175.26,"SOCCER"
78.02,187.96,"SOCCER"
84.82,185.42,"SOCCER"
78.02,180.34,"SOCCER"
63.96,172.72,"SOCCER"
79.83,182.88,"SOCCER"
74.84,180.34,"SOCCER"
73.03,175.26,"SOCCER"
73.03,172.72,"SOCCER"
82.1,187.96,"SOCCER"
71.21,170.18,"SOCCER"
83.01,185.42,"SOCCER"
83.01,187.96,"SOCCER"
83.91,182.88,"SOCCER"
83.01,187.96,"SOCCER"
83.91,185.42,"SOCCER"
67.13,175.26,"SOCCER"
84.82,190.5,"SOCCER"
89.81,195.58,"SOCCER"
82.1,185.42,"SOCCER"
78.93,177.8,"SOCCER"
72.12,182.88,"SOCCER"
68.95,175.26,"SOCCER"
77.11,187.96,"SOCCER"
76.2,185.42,"SOCCER"
69.85,182.88,"SOCCER"
78.93,180.34,"SOCCER"
86.18,193.04,"SOCCER"
74.84,182.88,"SOCCER"
88.9,193.04,"SOCCER"
64.86,172.72,"SOCCER"
81.19,185.42,"SOCCER"
73.94,177.8,"SOCCER"
68.04,175.26,"SOCCER"
84.82,190.5,"SOCCER"
79.83,187.96,"SOCCER"
78.02,182.88,"SOCCER"
82.1,187.96,"SOCCER"
88.9,187.96,"SOCCER"
88.9,190.5,"SOCCER"
73.94,172.72,"SOCCER"
77.11,182.88,"SOCCER"
78.02,185.42,"SOCCER"
79.83,182.88,"SOCCER"
78.93,182.88,"SOCCER"
78.93,175.26,"SOCCER"
73.03,180.34,"SOCCER"
77.11,185.42,"SOCCER"
83.91,185.42,"SOCCER"
78.93,182.88,"SOCCER"
79.83,182.88,"SOCCER"
84.82,182.88,"SOCCER"
87.09,187.96,"SOCCER"
63.05,175.26,"SOCCER"
69.85,182.88,"SOCCER"
72.12,177.8,"SOCCER"
71.21,177.8,"SOCCER"
71.21,180.34,"SOCCER"
78.02,185.42,"SOCCER"
77.11,182.88,"SOCCER"
74.84,180.34,"SOCCER"
69.85,177.8,"SOCCER"
66.22,172.72,"SOCCER"
69.85,182.88,"SOCCER"
73.03,177.8,"SOCCER"
94.8,195.58,"SOCCER"
73.03,175.26,"SOCCER"
69.85,175.26,"SOCCER"
74.84,182.88,"SOCCER"
78.93,177.8,"SOCCER"
68.95,185.42,"SOCCER"
68.04,175.26,"SOCCER"
73.94,187.96,"SOCCER"
76.2,187.96,"SOCCER"
64.86,175.26,"SOCCER"
67.13,180.34,"SOCCER"
71.21,187.96,"SOCCER"
72.12,185.42,"SOCCER"
68.04,172.72,"SOCCER"
64.86,175.26,"SOCCER"
69.85,187.96,"SOCCER"
84.82,185.42,"SOCCER"
78.02,193.04,"SOCCER"
87.09,182.88,"SOCCER"
86.18,185.42,"SOCCER"
82.1,195.58,"SOCCER"
74.84,182.88,"SOCCER"
78.93,182.88,"SOCCER"
73.94,180.34,"SOCCER"
74.84,182.88,"SOCCER"
83.91,185.42,"SOCCER"
82.1,193.04,"SOCCER"
62.14,170.18,"SOCCER"
66.22,170.18,"SOCCER"
67.13,175.26,"SOCCER"
78.93,182.88,"SOCCER"
71.21,177.8,"SOCCER"
74.84,182.88,"SOCCER"
71.21,175.26,"SOCCER"
73.03,175.26,"SOCCER"
79.83,187.96,"SOCCER"
79.83,187.96,"SOCCER"
78.93,182.88,"SOCCER"
68.95,172.72,"SOCCER"
83.91,187.96,"SOCCER"
82.1,187.96,"SOCCER"
78.02,182.88,"SOCCER"
69.85,167.64,"SOCCER"
82.1,190.5,"SOCCER"
76.2,193.04,"SOCCER"
76.2,180.34,"SOCCER"
77.11,177.8,"SOCCER"
87.09,198.12,"SOCCER"
69.85,177.8,"SOCCER"
68.04,175.26,"SOCCER"
73.94,182.88,"SOCCER"
76.2,182.88,"SOCCER"
71.21,170.18,"SOCCER"
77.11,175.26,"SOCCER"
74.84,182.88,"SOCCER"
88,195.58,"SOCCER"
58.97,167.64,"SOCCER"
68.04,175.26,"SOCCER"
67.13,172.72,"SOCCER"
78.02,182.88,"SOCCER"
81.19,182.88,"SOCCER"
82.1,190.5,"SOCCER"
74.84,177.8,"SOCCER"
81.19,187.96,"SOCCER"
78.02,193.04,"SOCCER"
73.94,182.88,"SOCCER"
78.02,185.42,"SOCCER"
84.82,187.96,"SOCCER"
79.83,190.5,"SOCCER"
87.09,193.04,"SOCCER"
73.94,177.8,"SOCCER"
83.01,187.96,"SOCCER"
72.12,175.26,"SOCCER"
74.84,177.8,"SOCCER"
74.84,172.72,"SOCCER"
74.84,182.88,"SOCCER"
83.91,185.42,"SOCCER"
77.11,180.34,"SOCCER"
78.93,180.34,"SOCCER"
86.18,187.96,"SOCCER"
89.81,193.04,"SOCCER"
72.12,182.88,"SOCCER"
63.96,172.72,"SOCCER"
76.2,180.34,"SOCCER"
76.2,182.88,"SOCCER"
67.13,170.18,"SOCCER"
78.02,175.26,"SOCCER"
76.2,177.8,"SOCCER"
71.21,175.26,"SOCCER"
63.96,177.8,"SOCCER"
72.12,180.34,"SOCCER"
69.85,180.34,"SOCCER"
78.02,177.8,"SOCCER"
79.83,187.96,"SOCCER"
69.85,175.26,"SOCCER"
63.96,177.8,"SOCCER"
79.83,180.34,"SOCCER"
74.84,180.34,"SOCCER"
73.94,190.5,"SOCCER"
78.02,177.8,"SOCCER"
83.01,182.88,"SOCCER"
69.85,180.34,"SOCCER"
66.22,172.72,"SOCCER"
74.84,172.72,"SOCCER"
78.02,182.88,"SOCCER"
